"";"Ecoregion";"Year";"dimension";"n";"mean_value";"sd_value";"pval";"coeff"
"229";"Bay of Biscay and
Iberian Coast";2011;"PC1";118;0,55596921829236;0,100080516475044;0,0221224079055525;-0,00103049630107359
"230";"Bay of Biscay and
Iberian Coast";2011;"PC2";118;0,0651626678307401;0,1021644707962;0,132693550281695;-0,000895189291597345
"231";"Bay of Biscay and
Iberian Coast";2011;"PC3";118;-0,00210230327234185;0,0531266648820491;0,262566539531504;-0,000320495799912576
"232";"Bay of Biscay and
Iberian Coast";2012;"PC1";90;0,561037491416932;0,104741459052678;0,0221224079055525;-0,00103049630107359
"233";"Bay of Biscay and
Iberian Coast";2012;"PC2";90;0,0577928161393057;0,0847856752894751;0,132693550281695;-0,000895189291597345
"234";"Bay of Biscay and
Iberian Coast";2012;"PC3";90;-0,00242072003507808;0,0370588769518498;0,262566539531504;-0,000320495799912576
"235";"Bay of Biscay and
Iberian Coast";2013;"PC1";120;0,549297615351948;0,105504370775476;0,0221224079055525;-0,00103049630107359
"236";"Bay of Biscay and
Iberian Coast";2013;"PC2";120;0,0612796740940512;0,101028462554021;0,132693550281695;-0,000895189291597345
"237";"Bay of Biscay and
Iberian Coast";2013;"PC3";120;-0,00358182360295264;0,044452735524124;0,262566539531504;-0,000320495799912576
"238";"Bay of Biscay and
Iberian Coast";2014;"PC1";118;0,55720163745085;0,099464195727331;0,0221224079055525;-0,00103049630107359
"239";"Bay of Biscay and
Iberian Coast";2014;"PC2";118;0,050260620560505;0,101089766215955;0,132693550281695;-0,000895189291597345
"240";"Bay of Biscay and
Iberian Coast";2014;"PC3";118;-0,00811182414500459;0,0485320601498787;0,262566539531504;-0,000320495799912576
"241";"Bay of Biscay and
Iberian Coast";2015;"PC1";116;0,5722965899061;0,0879804572867195;0,0221224079055525;-0,00103049630107359
"242";"Bay of Biscay and
Iberian Coast";2015;"PC2";116;0,04812868977831;0,0944698001099005;0,132693550281695;-0,000895189291597345
"243";"Bay of Biscay and
Iberian Coast";2015;"PC3";116;-0,0121000293244208;0,0388147274809433;0,262566539531504;-0,000320495799912576
"244";"Bay of Biscay and
Iberian Coast";2016;"PC1";120;0,570220117523473;0,0802612928869621;0,0221224079055525;-0,00103049630107359
"245";"Bay of Biscay and
Iberian Coast";2016;"PC2";120;0,0468691487814412;0,0889928581703296;0,132693550281695;-0,000895189291597345
"246";"Bay of Biscay and
Iberian Coast";2016;"PC3";120;-0,00623824417975018;0,0363899277792266;0,262566539531504;-0,000320495799912576
"247";"Bay of Biscay and
Iberian Coast";2017;"PC1";98;0,562289317481673;0,0997294682538358;0,0221224079055525;-0,00103049630107359
"248";"Bay of Biscay and
Iberian Coast";2017;"PC2";98;0,0320207957806353;0,0681235729879589;0,132693550281695;-0,000895189291597345
"249";"Bay of Biscay and
Iberian Coast";2017;"PC3";98;-0,0155753610940935;0,0299249097743862;0,262566539531504;-0,000320495799912576
"250";"Bay of Biscay and
Iberian Coast";2018;"PC1";88;0,560660886559738;0,098838137619298;0,0221224079055525;-0,00103049630107359
"251";"Bay of Biscay and
Iberian Coast";2018;"PC2";88;0,0446880990449535;0,0939511443136621;0,132693550281695;-0,000895189291597345
"252";"Bay of Biscay and
Iberian Coast";2018;"PC3";88;-0,00229213239887777;0,0391020161101532;0,262566539531504;-0,000320495799912576
"253";"Bay of Biscay and
Iberian Coast";2019;"PC1";90;0,563080167634663;0,100786539220747;0,0221224079055525;-0,00103049630107359
"254";"Bay of Biscay and
Iberian Coast";2019;"PC2";90;0,0418489474073274;0,0916332245682851;0,132693550281695;-0,000895189291597345
"255";"Bay of Biscay and
Iberian Coast";2019;"PC3";90;0,00135342829124112;0,0409133044483565;0,262566539531504;-0,000320495799912576
"256";"Celtic Seas";2003;"PC1";224;0,119118733125655;0,320965636642299;0,0162109110018472;-0,00444317875931279
"257";"Celtic Seas";2003;"PC2";224;0,218392234012718;0,195321571769214;0,950844015423905;-4,87813635355527e-05
"258";"Celtic Seas";2003;"PC3";224;0,0300780372078967;0,225603657603708;0,0163717306550141;-0,00156643033883383
"259";"Celtic Seas";2004;"PC1";209;0,112553883548362;0,336206519363315;0,0162109110018472;-0,00444317875931279
"260";"Celtic Seas";2004;"PC2";209;0,187724714890105;0,188909279644271;0,950844015423905;-4,87813635355527e-05
"261";"Celtic Seas";2004;"PC3";209;0,015845200823848;0,211442693562605;0,0163717306550141;-0,00156643033883383
"262";"Celtic Seas";2005;"PC1";210;0,151985839345006;0,335707255694916;0,0162109110018472;-0,00444317875931279
"263";"Celtic Seas";2005;"PC2";210;0,189104965499626;0,194282766374207;0,950844015423905;-4,87813635355527e-05
"264";"Celtic Seas";2005;"PC3";210;0,0231469485076038;0,206848026159562;0,0163717306550141;-0,00156643033883383
"265";"Celtic Seas";2006;"PC1";204;0,175717529195433;0,324036791962858;0,0162109110018472;-0,00444317875931279
"266";"Celtic Seas";2006;"PC2";204;0,201213007704664;0,181088119626835;0,950844015423905;-4,87813635355527e-05
"267";"Celtic Seas";2006;"PC3";204;0,0222088326699576;0,210770021819215;0,0163717306550141;-0,00156643033883383
"268";"Celtic Seas";2007;"PC1";211;0,177711019463918;0,300626189519302;0,0162109110018472;-0,00444317875931279
"269";"Celtic Seas";2007;"PC2";211;0,229223006549784;0,183299468670633;0,950844015423905;-4,87813635355527e-05
"270";"Celtic Seas";2007;"PC3";211;0,011040516747773;0,221337692650117;0,0163717306550141;-0,00156643033883383
"271";"Celtic Seas";2008;"PC1";211;0,190435960787812;0,318213431879468;0,0162109110018472;-0,00444317875931279
"272";"Celtic Seas";2008;"PC2";211;0,223072817545607;0,183472342761762;0,950844015423905;-4,87813635355527e-05
"273";"Celtic Seas";2008;"PC3";211;0,00352016428420978;0,22755046599913;0,0163717306550141;-0,00156643033883383
"274";"Celtic Seas";2009;"PC1";238;0,114542566091079;0,340848605144605;0,0162109110018472;-0,00444317875931279
"275";"Celtic Seas";2009;"PC2";238;0,215050128042558;0,210416543061295;0,950844015423905;-4,87813635355527e-05
"276";"Celtic Seas";2009;"PC3";238;0,0178357052040591;0,206931990243965;0,0163717306550141;-0,00156643033883383
"277";"Celtic Seas";2010;"PC1";243;0,117417557912881;0,34979369958536;0,0162109110018472;-0,00444317875931279
"278";"Celtic Seas";2010;"PC2";243;0,203457405589383;0,205685308302657;0,950844015423905;-4,87813635355527e-05
"279";"Celtic Seas";2010;"PC3";243;0,0253195630176655;0,225664091364965;0,0163717306550141;-0,00156643033883383
"280";"Celtic Seas";2011;"PC1";226;0,0833907893203301;0,345998075466034;0,0162109110018472;-0,00444317875931279
"281";"Celtic Seas";2011;"PC2";226;0,191784643469515;0,204502419364301;0,950844015423905;-4,87813635355527e-05
"282";"Celtic Seas";2011;"PC3";226;0,00715082263614123;0,229125562659652;0,0163717306550141;-0,00156643033883383
"283";"Celtic Seas";2012;"PC1";228;0,109904631865604;0,343960433762994;0,0162109110018472;-0,00444317875931279
"284";"Celtic Seas";2012;"PC2";228;0,180413026419705;0,202761555334546;0,950844015423905;-4,87813635355527e-05
"285";"Celtic Seas";2012;"PC3";228;0,0085022197779911;0,216953763827111;0,0163717306550141;-0,00156643033883383
"286";"Celtic Seas";2013;"PC1";243;0,110617651390529;0,335420500435426;0,0162109110018472;-0,00444317875931279
"287";"Celtic Seas";2013;"PC2";243;0,217390713022071;0,203705604666541;0,950844015423905;-4,87813635355527e-05
"288";"Celtic Seas";2013;"PC3";243;0,0357138645829921;0,197206344315485;0,0163717306550141;-0,00156643033883383
"289";"Celtic Seas";2014;"PC1";232;0,0984859058492198;0,350105079724075;0,0162109110018472;-0,00444317875931279
"290";"Celtic Seas";2014;"PC2";232;0,194909684189584;0,191905876296557;0,950844015423905;-4,87813635355527e-05
"291";"Celtic Seas";2014;"PC3";232;-0,000252591236939335;0,220838012661156;0,0163717306550141;-0,00156643033883383
"292";"Celtic Seas";2015;"PC1";227;0,090684533665401;0,32906844349809;0,0162109110018472;-0,00444317875931279
"293";"Celtic Seas";2015;"PC2";227;0,205706778921489;0,200754022057574;0,950844015423905;-4,87813635355527e-05
"294";"Celtic Seas";2015;"PC3";227;0,00611380081906446;0,22414593337958;0,0163717306550141;-0,00156643033883383
"295";"Celtic Seas";2016;"PC1";210;0,0364065807099027;0,294849804744061;0,0162109110018472;-0,00444317875931279
"296";"Celtic Seas";2016;"PC2";210;0,23262788707589;0,18988374454186;0,950844015423905;-4,87813635355527e-05
"297";"Celtic Seas";2016;"PC3";210;0,00121253027619323;0,247432200569108;0,0163717306550141;-0,00156643033883383
"298";"Celtic Seas";2017;"PC1";206;0,0739338353066074;0,327534829882798;0,0162109110018472;-0,00444317875931279
"299";"Celtic Seas";2017;"PC2";206;0,192947661135329;0,192673120970412;0,950844015423905;-4,87813635355527e-05
"300";"Celtic Seas";2017;"PC3";206;-0,0203162397107823;0,225471576658183;0,0163717306550141;-0,00156643033883383
"301";"Celtic Seas";2018;"PC1";238;0,124689355650045;0,341389223188752;0,0162109110018472;-0,00444317875931279
"302";"Celtic Seas";2018;"PC2";238;0,203097139570812;0,194702717433116;0,950844015423905;-4,87813635355527e-05
"303";"Celtic Seas";2018;"PC3";238;0,0167755194664477;0,207856923179358;0,0163717306550141;-0,00156643033883383
"304";"Celtic Seas";2019;"PC1";234;0,10742128207625;0,337821090688927;0,0162109110018472;-0,00444317875931279
"305";"Celtic Seas";2019;"PC2";234;0,204551881516982;0,197163353760297;0,950844015423905;-4,87813635355527e-05
"306";"Celtic Seas";2019;"PC3";234;-0,00339308938000105;0,241182407137418;0,0163717306550141;-0,00156643033883383
"307";"Greater
North Sea";1997;"PC1";471;-0,274399995679144;0,188338818582303;0,0978760088953217;0,000814999609630506
"308";"Greater
North Sea";1997;"PC2";471;0,065364427028937;0,267019490009886;0,0755934287791621;-0,00115188874831211
"309";"Greater
North Sea";1997;"PC3";471;-0,00589647552184006;0,280525059420143;0,000682217665859996;-0,00274554922740931
"310";"Greater
North Sea";1998;"PC1";521;-0,267074864953662;0,179422802778308;0,0978760088953217;0,000814999609630506
"311";"Greater
North Sea";1998;"PC2";521;0,06671860265078;0,257469777303393;0,0755934287791621;-0,00115188874831211
"312";"Greater
North Sea";1998;"PC3";521;-0,0182324975903511;0,276773581225198;0,000682217665859996;-0,00274554922740931
"313";"Greater
North Sea";1999;"PC1";588;-0,277477093172312;0,183739104738631;0,0978760088953217;0,000814999609630506
"314";"Greater
North Sea";1999;"PC2";588;0,105144990214688;0,260071086359962;0,0755934287791621;-0,00115188874831211
"315";"Greater
North Sea";1999;"PC3";588;0,00558675458091192;0,280018392913761;0,000682217665859996;-0,00274554922740931
"316";"Greater
North Sea";2000;"PC1";577;-0,273456359941666;0,187306420267968;0,0978760088953217;0,000814999609630506
"317";"Greater
North Sea";2000;"PC2";577;0,123302441404972;0,270629061427733;0,0755934287791621;-0,00115188874831211
"318";"Greater
North Sea";2000;"PC3";577;0,000364603673282068;0,2735124596743;0,000682217665859996;-0,00274554922740931
"319";"Greater
North Sea";2001;"PC1";628;-0,277105089444297;0,178519982147396;0,0978760088953217;0,000814999609630506
"320";"Greater
North Sea";2001;"PC2";628;0,114345486673238;0,260889464588705;0,0755934287791621;-0,00115188874831211
"321";"Greater
North Sea";2001;"PC3";628;0,01681459254978;0,285522277770222;0,000682217665859996;-0,00274554922740931
"322";"Greater
North Sea";2002;"PC1";647;-0,283242672969157;0,178770718983447;0,0978760088953217;0,000814999609630506
"323";"Greater
North Sea";2002;"PC2";647;0,0759838283315483;0,261368224402143;0,0755934287791621;-0,00115188874831211
"324";"Greater
North Sea";2002;"PC3";647;-0,0379883364922411;0,277676596195856;0,000682217665859996;-0,00274554922740931
"325";"Greater
North Sea";2003;"PC1";647;-0,264277566395926;0,175436280672064;0,0978760088953217;0,000814999609630506
"326";"Greater
North Sea";2003;"PC2";647;0,078057026006746;0,278050899391921;0,0755934287791621;-0,00115188874831211
"327";"Greater
North Sea";2003;"PC3";647;-0,026223294549863;0,254863321949931;0,000682217665859996;-0,00274554922740931
"328";"Greater
North Sea";2004;"PC1";708;-0,24936632968606;0,176680021769936;0,0978760088953217;0,000814999609630506
"329";"Greater
North Sea";2004;"PC2";708;0,101928762255292;0,275305061444726;0,0755934287791621;-0,00115188874831211
"330";"Greater
North Sea";2004;"PC3";708;-0,0326601356553755;0,271815969970628;0,000682217665859996;-0,00274554922740931
"331";"Greater
North Sea";2005;"PC1";720;-0,247728737968573;0,174271155739354;0,0978760088953217;0,000814999609630506
"332";"Greater
North Sea";2005;"PC2";720;0,0894198774281469;0,277953511353909;0,0755934287791621;-0,00115188874831211
"333";"Greater
North Sea";2005;"PC3";720;-0,030453377426274;0,27572299169715;0,000682217665859996;-0,00274554922740931
"334";"Greater
North Sea";2006;"PC1";696;-0,229903842509426;0,17852830329163;0,0978760088953217;0,000814999609630506
"335";"Greater
North Sea";2006;"PC2";696;0,100410984540143;0,288148991816247;0,0755934287791621;-0,00115188874831211
"336";"Greater
North Sea";2006;"PC3";696;-0,038278069223122;0,26933374861599;0,000682217665859996;-0,00274554922740931
"337";"Greater
North Sea";2007;"PC1";685;-0,226759458607316;0,175633751456603;0,0978760088953217;0,000814999609630506
"338";"Greater
North Sea";2007;"PC2";685;0,116443964677672;0,284412456935934;0,0755934287791621;-0,00115188874831211
"339";"Greater
North Sea";2007;"PC3";685;-0,0501914758222381;0,269629728776378;0,000682217665859996;-0,00274554922740931
"340";"Greater
North Sea";2008;"PC1";696;-0,238115322765367;0,176328399165701;0,0978760088953217;0,000814999609630506
"341";"Greater
North Sea";2008;"PC2";696;0,108439221773244;0,291815885155001;0,0755934287791621;-0,00115188874831211
"342";"Greater
North Sea";2008;"PC3";696;-0,0692461973814844;0,27458176378031;0,000682217665859996;-0,00274554922740931
"343";"Greater
North Sea";2009;"PC1";678;-0,25736203431704;0,171565668696865;0,0978760088953217;0,000814999609630506
"344";"Greater
North Sea";2009;"PC2";678;0,076246643424102;0,28156927970016;0,0755934287791621;-0,00115188874831211
"345";"Greater
North Sea";2009;"PC3";678;-0,0927712147364422;0,282157138832493;0,000682217665859996;-0,00274554922740931
"346";"Greater
North Sea";2010;"PC1";701;-0,252319711514895;0,183365773866084;0,0978760088953217;0,000814999609630506
"347";"Greater
North Sea";2010;"PC2";701;0,0675354518287103;0,291897730738769;0,0755934287791621;-0,00115188874831211
"348";"Greater
North Sea";2010;"PC3";701;-0,0421965132811723;0,280285275574966;0,000682217665859996;-0,00274554922740931
"349";"Greater
North Sea";2011;"PC1";692;-0,276394037818479;0,173607011488379;0,0978760088953217;0,000814999609630506
"350";"Greater
North Sea";2011;"PC2";692;0,0526985455653053;0,269383555224095;0,0755934287791621;-0,00115188874831211
"351";"Greater
North Sea";2011;"PC3";692;-0,0701093023593433;0,278922436234929;0,000682217665859996;-0,00274554922740931
"352";"Greater
North Sea";2012;"PC1";687;-0,261151792915529;0,189362247814772;0,0978760088953217;0,000814999609630506
"353";"Greater
North Sea";2012;"PC2";687;0,0697301909073505;0,26973017137897;0,0755934287791621;-0,00115188874831211
"354";"Greater
North Sea";2012;"PC3";687;-0,0764067527178372;0,27579818267607;0,000682217665859996;-0,00274554922740931
"355";"Greater
North Sea";2013;"PC1";689;-0,263454203601406;0,178502351149048;0,0978760088953217;0,000814999609630506
"356";"Greater
North Sea";2013;"PC2";689;0,0810210248824256;0,28444002595295;0,0755934287791621;-0,00115188874831211
"357";"Greater
North Sea";2013;"PC3";689;-0,0719559416390312;0,288043279956194;0,000682217665859996;-0,00274554922740931
"358";"Greater
North Sea";2014;"PC1";623;-0,266000163720832;0,182239117807376;0,0978760088953217;0,000814999609630506
"359";"Greater
North Sea";2014;"PC2";623;0,0546550558668452;0,272465868608738;0,0755934287791621;-0,00115188874831211
"360";"Greater
North Sea";2014;"PC3";623;-0,0672965593465604;0,266774962973271;0,000682217665859996;-0,00274554922740931
"361";"Greater
North Sea";2015;"PC1";699;-0,261277682750446;0,185044982249981;0,0978760088953217;0,000814999609630506
"362";"Greater
North Sea";2015;"PC2";699;0,0695703397144229;0,273487893639408;0,0755934287791621;-0,00115188874831211
"363";"Greater
North Sea";2015;"PC3";699;-0,0421255435622773;0,280065654128782;0,000682217665859996;-0,00274554922740931
"364";"Greater
North Sea";2016;"PC1";694;-0,265821807009093;0,185366173377471;0,0978760088953217;0,000814999609630506
"365";"Greater
North Sea";2016;"PC2";694;0,0653781330441287;0,269453305422068;0,0755934287791621;-0,00115188874831211
"366";"Greater
North Sea";2016;"PC3";694;-0,0635584934146533;0,275568365060083;0,000682217665859996;-0,00274554922740931
"367";"Greater
North Sea";2017;"PC1";701;-0,252187877421167;0,193325745744695;0,0978760088953217;0,000814999609630506
"368";"Greater
North Sea";2017;"PC2";701;0,0911552708906537;0,277283170004695;0,0755934287791621;-0,00115188874831211
"369";"Greater
North Sea";2017;"PC3";701;-0,0377436469650664;0,297684842670593;0,000682217665859996;-0,00274554922740931
"370";"Greater
North Sea";2018;"PC1";693;-0,256187513214038;0,184562704737183;0,0978760088953217;0,000814999609630506
"371";"Greater
North Sea";2018;"PC2";693;0,0619638423886599;0,276321260050826;0,0755934287791621;-0,00115188874831211
"372";"Greater
North Sea";2018;"PC3";693;-0,0616744095412813;0,298469719550135;0,000682217665859996;-0,00274554922740931
"373";"Greater
North Sea";2019;"PC1";691;-0,236451352752081;0,184968923972139;0,0978760088953217;0,000814999609630506
"374";"Greater
North Sea";2019;"PC2";691;0,0874211058389971;0,285608972923822;0,0755934287791621;-0,00115188874831211
"375";"Greater
North Sea";2019;"PC3";691;-0,0314650130287597;0,27481811669796;0,000682217665859996;-0,00274554922740931
"376";"Ionian Sea and
Central Med. Sea";1994;"PC1";34;0,520956877505189;0,0688242681270104;0,0094689470544772;0,000626893434186054
"377";"Ionian Sea and
Central Med. Sea";1994;"PC2";34;-0,101376640340627;0,0504081451213411;0,358013924295782;-0,000197539956391352
"378";"Ionian Sea and
Central Med. Sea";1994;"PC3";34;-0,0443843140883045;0,0306118157266347;0,15801285549608;-0,000224516074866903
"379";"Ionian Sea and
Central Med. Sea";1995;"PC1";33;0,5190293515708;0,0731278627308365;0,0094689470544772;0,000626893434186054
"380";"Ionian Sea and
Central Med. Sea";1995;"PC2";33;-0,114123806330657;0,0500367643347519;0,358013924295782;-0,000197539956391352
"381";"Ionian Sea and
Central Med. Sea";1995;"PC3";33;-0,0641178405614212;0,0271113627719969;0,15801285549608;-0,000224516074866903
"382";"Ionian Sea and
Central Med. Sea";1996;"PC1";36;0,529306852745228;0,0756777328123326;0,0094689470544772;0,000626893434186054
"383";"Ionian Sea and
Central Med. Sea";1996;"PC2";36;-0,116862010890478;0,035777198475434;0,358013924295782;-0,000197539956391352
"384";"Ionian Sea and
Central Med. Sea";1996;"PC3";36;-0,0664764926760091;0,017389548103594;0,15801285549608;-0,000224516074866903
"385";"Ionian Sea and
Central Med. Sea";1997;"PC1";40;0,498264526477926;0,0687962856791317;0,0094689470544772;0,000626893434186054
"386";"Ionian Sea and
Central Med. Sea";1997;"PC2";40;-0,12469730691746;0,0446763211580125;0,358013924295782;-0,000197539956391352
"387";"Ionian Sea and
Central Med. Sea";1997;"PC3";40;-0,0623420214797223;0,0233199922722958;0,15801285549608;-0,000224516074866903
"388";"Ionian Sea and
Central Med. Sea";1998;"PC1";39;0,520309448526158;0,0638284868694474;0,0094689470544772;0,000626893434186054
"389";"Ionian Sea and
Central Med. Sea";1998;"PC2";39;-0,125715420923156;0,0332438087511005;0,358013924295782;-0,000197539956391352
"390";"Ionian Sea and
Central Med. Sea";1998;"PC3";39;-0,0688715970595569;0,0141086457097828;0,15801285549608;-0,000224516074866903
"391";"Ionian Sea and
Central Med. Sea";1999;"PC1";39;0,524160327098867;0,0651982558233808;0,0094689470544772;0,000626893434186054
"392";"Ionian Sea and
Central Med. Sea";1999;"PC2";39;-0,127070703638016;0,0411601537934377;0,358013924295782;-0,000197539956391352
"393";"Ionian Sea and
Central Med. Sea";1999;"PC3";39;-0,0735370263657299;0,0145591704503433;0,15801285549608;-0,000224516074866903
"394";"Ionian Sea and
Central Med. Sea";2000;"PC1";38;0,52122681088752;0,0702462790161355;0,0094689470544772;0,000626893434186054
"395";"Ionian Sea and
Central Med. Sea";2000;"PC2";38;-0,129679717291839;0,0400027694999696;0,358013924295782;-0,000197539956391352
"396";"Ionian Sea and
Central Med. Sea";2000;"PC3";38;-0,0691546080785067;0,0161184337932901;0,15801285549608;-0,000224516074866903
"397";"Ionian Sea and
Central Med. Sea";2001;"PC1";33;0,513514003499532;0,0614442165498399;0,0094689470544772;0,000626893434186054
"398";"Ionian Sea and
Central Med. Sea";2001;"PC2";33;-0,132265972852777;0,03583741281622;0,358013924295782;-0,000197539956391352
"399";"Ionian Sea and
Central Med. Sea";2001;"PC3";33;-0,0693976609593219;0,0152126041216169;0,15801285549608;-0,000224516074866903
"400";"Ionian Sea and
Central Med. Sea";2002;"PC1";16;0,527642948663169;0,0786154062124655;0,0094689470544772;0,000626893434186054
"401";"Ionian Sea and
Central Med. Sea";2002;"PC2";16;-0,123798769804737;0,0491992400857565;0,358013924295782;-0,000197539956391352
"402";"Ionian Sea and
Central Med. Sea";2002;"PC3";16;-0,0670489947336153;0,0252796120022468;0,15801285549608;-0,000224516074866903
"403";"Ionian Sea and
Central Med. Sea";2003;"PC1";48;0,525277962821906;0,0630983096805847;0,0094689470544772;0,000626893434186054
"404";"Ionian Sea and
Central Med. Sea";2003;"PC2";48;-0,127213776621958;0,0345014992776976;0,358013924295782;-0,000197539956391352
"405";"Ionian Sea and
Central Med. Sea";2003;"PC3";48;-0,0707623048291172;0,0148108085556037;0,15801285549608;-0,000224516074866903
"406";"Ionian Sea and
Central Med. Sea";2004;"PC1";47;0,526862438892991;0,0687423629432394;0,0094689470544772;0,000626893434186054
"407";"Ionian Sea and
Central Med. Sea";2004;"PC2";47;-0,124134252953332;0,0390446068694046;0,358013924295782;-0,000197539956391352
"408";"Ionian Sea and
Central Med. Sea";2004;"PC3";47;-0,069141474259966;0,0162537227594648;0,15801285549608;-0,000224516074866903
"409";"Ionian Sea and
Central Med. Sea";2005;"PC1";48;0,543405884334863;0,0594034774380314;0,0094689470544772;0,000626893434186054
"410";"Ionian Sea and
Central Med. Sea";2005;"PC2";48;-0,121216776784162;0,0440211502928002;0,358013924295782;-0,000197539956391352
"411";"Ionian Sea and
Central Med. Sea";2005;"PC3";48;-0,0663696894978743;0,0199209951958212;0,15801285549608;-0,000224516074866903
"412";"Ionian Sea and
Central Med. Sea";2006;"PC1";44;0,536118197871941;0,0579352902234043;0,0094689470544772;0,000626893434186054
"413";"Ionian Sea and
Central Med. Sea";2006;"PC2";44;-0,127402793735216;0,0389065712587011;0,358013924295782;-0,000197539956391352
"414";"Ionian Sea and
Central Med. Sea";2006;"PC3";44;-0,0717808492262042;0,0143843314344137;0,15801285549608;-0,000224516074866903
"415";"Ionian Sea and
Central Med. Sea";2007;"PC1";24;0,532097849404432;0,0622059585719067;0,0094689470544772;0,000626893434186054
"416";"Ionian Sea and
Central Med. Sea";2007;"PC2";24;-0,125102320942775;0,0387527553390756;0,358013924295782;-0,000197539956391352
"417";"Ionian Sea and
Central Med. Sea";2007;"PC3";24;-0,0679975623968158;0,0145119204313733;0,15801285549608;-0,000224516074866903
"418";"Ionian Sea and
Central Med. Sea";2008;"PC1";46;0,527837381369497;0,0615089159684979;0,0094689470544772;0,000626893434186054
"419";"Ionian Sea and
Central Med. Sea";2008;"PC2";46;-0,128080320055864;0,0455925205558616;0,358013924295782;-0,000197539956391352
"420";"Ionian Sea and
Central Med. Sea";2008;"PC3";46;-0,0702773475519209;0,0188380381605239;0,15801285549608;-0,000224516074866903
"421";"Ionian Sea and
Central Med. Sea";2009;"PC1";35;0,525349652247141;0,0709657909022245;0,0094689470544772;0,000626893434186054
"422";"Ionian Sea and
Central Med. Sea";2009;"PC2";35;-0,126454057228928;0,042455341124055;0,358013924295782;-0,000197539956391352
"423";"Ionian Sea and
Central Med. Sea";2009;"PC3";35;-0,0678526109353774;0,0172322286790692;0,15801285549608;-0,000224516074866903
"424";"Ionian Sea and
Central Med. Sea";2010;"PC1";37;0,529806335024522;0,0610452062147598;0,0094689470544772;0,000626893434186054
"425";"Ionian Sea and
Central Med. Sea";2010;"PC2";37;-0,12883580418187;0,042766460936552;0,358013924295782;-0,000197539956391352
"426";"Ionian Sea and
Central Med. Sea";2010;"PC3";37;-0,0642172637421395;0,0246833172406483;0,15801285549608;-0,000224516074866903
"427";"Ionian Sea and
Central Med. Sea";2011;"PC1";42;0,521085970496639;0,0613622453283092;0,0094689470544772;0,000626893434186054
"428";"Ionian Sea and
Central Med. Sea";2011;"PC2";42;-0,13184006342328;0,0396264608950843;0,358013924295782;-0,000197539956391352
"429";"Ionian Sea and
Central Med. Sea";2011;"PC3";42;-0,067285396258399;0,0178301137668576;0,15801285549608;-0,000224516074866903
"430";"Ionian Sea and
Central Med. Sea";2012;"PC1";43;0,529422358238646;0,0523104350953908;0,0094689470544772;0,000626893434186054
"431";"Ionian Sea and
Central Med. Sea";2012;"PC2";43;-0,131370332768115;0,0429026956053933;0,358013924295782;-0,000197539956391352
"432";"Ionian Sea and
Central Med. Sea";2012;"PC3";43;-0,0659994550091866;0,0187554659479128;0,15801285549608;-0,000224516074866903
"433";"Ionian Sea and
Central Med. Sea";2013;"PC1";40;0,528577377130804;0,0636631475956604;0,0094689470544772;0,000626893434186054
"434";"Ionian Sea and
Central Med. Sea";2013;"PC2";40;-0,126902773178684;0,0385425502946875;0,358013924295782;-0,000197539956391352
"435";"Ionian Sea and
Central Med. Sea";2013;"PC3";40;-0,0668641192264437;0,0135404922482912;0,15801285549608;-0,000224516074866903
"436";"Ionian Sea and
Central Med. Sea";2014;"PC1";12;0,529328300474018;0,0579832733659571;0,0094689470544772;0,000626893434186054
"437";"Ionian Sea and
Central Med. Sea";2014;"PC2";12;-0,112493647108301;0,0349348523639008;0,358013924295782;-0,000197539956391352
"438";"Ionian Sea and
Central Med. Sea";2014;"PC3";12;-0,0693410503342292;0,0198713303238437;0,15801285549608;-0,000224516074866903
"439";"Ionian Sea and
Central Med. Sea";2015;"PC1";37;0,530283337179133;0,0557597914737726;0,0094689470544772;0,000626893434186054
"440";"Ionian Sea and
Central Med. Sea";2015;"PC2";37;-0,119298484989455;0,0485183098621425;0,358013924295782;-0,000197539956391352
"441";"Ionian Sea and
Central Med. Sea";2015;"PC3";37;-0,0668754507068206;0,0201535986938692;0,15801285549608;-0,000224516074866903
"442";"Ionian Sea and
Central Med. Sea";2016;"PC1";49;0,529263553644473;0,062964674166745;0,0094689470544772;0,000626893434186054
"443";"Ionian Sea and
Central Med. Sea";2016;"PC2";49;-0,116046705036659;0,0415004703996435;0,358013924295782;-0,000197539956391352
"444";"Ionian Sea and
Central Med. Sea";2016;"PC3";49;-0,0661187708790909;0,0186446260474389;0,15801285549608;-0,000224516074866903
"445";"Ionian Sea and
Central Med. Sea";2018;"PC1";28;0,536071055326156;0,0709944437793408;0,0094689470544772;0,000626893434186054
"446";"Ionian Sea and
Central Med. Sea";2018;"PC2";28;-0,122587930006842;0,049552957438961;0,358013924295782;-0,000197539956391352
"447";"Ionian Sea and
Central Med. Sea";2018;"PC3";28;-0,0681280696605833;0,0176284250435851;0,15801285549608;-0,000224516074866903
"448";"Western
Med. Sea";1994;"PC1";137;0,545651533882917;0,0694235762956236;0,04035734969051;0,000389869358055651
"449";"Western
Med. Sea";1994;"PC2";137;-0,110807574614543;0,0389802524845852;0,0124263723788421;-0,000436940345316418
"450";"Western
Med. Sea";1994;"PC3";137;-0,0621964881362269;0,0209954932812148;0,17521810627901;9,77432496082406e-05
